concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
404,"qualification, credential",資格,noun,noun,Qualifikation,die,Qualifikationen,b2,
405,charger,充電器,noun,noun,Ladegerät,das,Ladegeräte,b1,
406,dog,犬,noun,noun,Hund,der,Hunde,a1,
407,"reply, answer, response",返事,noun,noun,Antwort,die,Antworten,a1,
408,"plan, schedule",予定,noun,noun,Plan,der,Pläne,a2,
409,"autumn leaves, fall foliage, autumn colors",紅葉,noun,noun,Herbstlaub,das,,b2,
410,iron and steel,鉄鋼,noun,noun,Eisen,das,,b1,Distinct from 鋼鉄/Stahl.
411,"prohibition, ban",禁止,noun,noun,Verbot,das,Verbote,b1,
412,bus stop,バス停,noun,noun,Bushaltestelle,die,Bushaltestellen,a1,
413,"to cure, heal (transitive), fix",治す,verb,verb,heilen,,,b1,
414,platform,ホーム,noun,noun,Bahnsteig,der,Bahnsteige,a2,
415,reservation,予約,noun,noun,Reservierung,die,Reservierungen,a2,
416,private room,個室,noun,noun,Einzelzimmer,das,Einzelzimmer,a2,
417,shoes,靴,noun,noun,Schuh,der,Schuhe,a1,
418,"actor, actress",俳優,noun,noun,Schauspieler,der,Schauspieler,a2,
419,"to copy, to transcribe",写す,verb,verb,abschreiben,,,b1,
420,ice,氷,noun,noun,Eis,das,,a1,
421,"parent, parents",親,noun,noun,Eltern,die,,a1,Used in the plural in German.
422,"movie, film",映画,noun,noun,Film,der,Filme,a1,
423,"bird, fowl",鳥,noun,noun,Vogel,der,Vögel,a1,
424,"meaning, significance",意義,noun,noun,Bedeutung,die,Bedeutungen,b1,
425,tv stand,テレビ台,noun,noun,Fernsehtisch,der,Fernsehtische,b2,
426,to eat,食べる,verb,verb,essen,,,a1,
427,"main line, trunk line",幹線,noun,noun,Hauptstrecke,die,Hauptstrecken,b2,
428,punctuation marks,句読点,noun,noun,Satzzeichen,das,Satzzeichen,b1,
429,"reform, reformation",改革,noun,noun,Reform,die,Reformen,b2,
430,"sightseeing, tourism",観光,noun,noun,Tourismus,der,,b1,
431,"cause, reason, origin",原因,noun,noun,Ursache,die,Ursachen,b1,
432,"crowd, multitude",群衆,noun,noun,Menge,die,Mengen,b1,
433,"defense, protection",防衛,noun,noun,Verteidigung,die,,b2,
434,"to collect, to gather, to assemble (transitive)",集める,verb,verb,sammeln,,,a2,
435,"returning home, going home",帰宅,noun,noun,Heimkehr,die,,b2,
436,"this time, this occasion, now",今回,noun,adverb,diesmal,,,a2,"German equivalent is an adverb, not a noun."
437,communication,通信,noun,noun,Kommunikation,die,,b1,
438,"bean, pea, legume",豆,noun,noun,Bohne,die,Bohnen,a2,
439,"increase, rise, growth",増加,noun,noun,Zunahme,die,Zunahmen,b2,
440,"bone fracture, broken bone",骨折,noun,noun,Knochenbruch,der,Knochenbrüche,b2,
441,last week,先週,noun,noun,Vorwoche,die,Vorwochen,b1,
442,asset value,資産価値,noun,noun,Vermögenswert,der,Vermögenswerte,c1,
443,"to accomplish, fulfill, achieve",果たす,verb,verb,erfüllen,,,b2,
444,"slope, hill, incline",坂,noun,noun,Hang,der,Hänge,b1,
445,"famous, well-known, renowned",有名,adjective,adjective,berühmt,,,a2,
446,one's own home,自宅,noun,noun,Zuhause,das,,a2,
447,"bone, skeleton",骨,noun,noun,Knochen,der,Knochen,b1,
448,organic,有機,noun,adjective,biologisch,,,b1,"German equivalent is an adjective, not a noun."
449,"boarding a ship, embarking",乗船,noun,noun,Einschiffung,die,,c1,
450,commuter pass,定期券,noun,noun,Zeitkarte,die,Zeitkarten,b2,
