concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
118,june,六月,noun,noun,Juni,der,,a1,
119,"to carry, to transport",運ぶ,verb,verb,tragen,,,a2,
120,"long, lengthy",長い,adjective,adjective,lang,,,a1,
121,mother,母親,noun,noun,Mutter,die,Mütter,a1,
122,"to memorize, remember, learn",覚える,verb,verb,sich merken,,,a2,
123,"wheat, barley, grain",麦,noun,noun,Weizen,der,,b1,
124,hot spring,温泉,noun,noun,Therme,die,Thermen,b2,
125,education,教育,noun,noun,Bildung,die,,b1,
126,"ratio, proportion",割合,noun,noun,Anteil,der,Anteile,b1,
127,"chinese character, kanji",漢字,noun,noun,Schriftzeichen,das,Schriftzeichen,b2,
128,day of the week,曜日,noun,noun,Wochentag,der,Wochentage,a1,
129,"errand, business to attend to, things to do",用事,noun,noun,Besorgung,die,Besorgungen,b1,
130,insurance,保険,noun,noun,Versicherung,die,Versicherungen,a2,
131,two people,二人,noun,,,,,,A counted quantity rather than vocabulary; German has no single word.
132,"supply, provision",供給,noun,noun,Versorgung,die,,b2,
133,"demand, request, requirement",要求,noun,noun,Forderung,die,Forderungen,b2,
134,real estate,不動産,noun,noun,Immobilie,die,Immobilien,b2,
135,lighting,照明,noun,noun,Beleuchtung,die,Beleuchtungen,b1,
136,"to answer, to reply, to respond",答える,verb,verb,antworten,,,a1,
137,"fate, destiny",運命,noun,noun,Schicksal,das,Schicksale,b2,
138,viewing (media),視聴,noun,noun,Zuschauen,das,,b2,
139,"driving, operation",運転,noun,noun,Fahren,das,,a2,
140,"to arrange, to tidy, to put in order",整える,verb,verb,ordnen,,,b1,
141,best before date,賞味期限,noun,noun,Mindesthaltbarkeitsdatum,das,Mindesthaltbarkeitsdaten,b2,
142,"lesson, moral, teaching",教訓,noun,noun,Lehre,die,Lehren,b2,
143,"to notice, realize, become aware",気付く,verb,verb,bemerken,,,b1,
144,yesterday,昨日,noun,adverb,gestern,,,a1,"German equivalent is an adverb, not a noun."
145,"to face, to turn toward",向く,verb,verb,sich wenden,,,b2,
146,recommendation,おすすめ,noun,noun,Empfehlung,die,Empfehlungen,b1,
147,"all members, everyone",全員,noun,pronoun,alle,,,a1,"German equivalent is a pronoun, not a noun."
148,last year,昨年,noun,noun,Vorjahr,das,Vorjahre,b1,
149,"to compare, use as an example, liken",例える,verb,verb,vergleichen,,,b1,
150,politics,政治,noun,noun,Politik,die,,a2,
