concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
482,swimming,水泳,noun,noun,Schwimmen,das,,a2,
483,"work, duty, service",勤務,noun,noun,Dienst,der,Dienste,b1,
484,"delivery (of mail, goods, etc.)",配達,noun,noun,Lieferung,die,Lieferungen,b1,
485,utility bills,公共料金,noun,noun,Nebenkosten,die,,b2,Used in the plural in German.
486,"teacher, instructor",先生,noun,noun,Lehrer,der,Lehrer,a1,
487,"to clear up (weather), to become sunny",晴れる,verb,verb,aufklaren,,,b2,
488,lake,湖,noun,noun,See,der,Seen,a2,
489,"to end, to finish, to be over",終わる,verb,verb,enden,,,a2,
490,"combination, pairing, arrangement",組み合わせ,noun,noun,Kombination,die,Kombinationen,b1,
491,weekend,週末,noun,noun,Wochenende,das,Wochenenden,a1,
492,"kyoto (city in japan, former capital)",京都,noun,,,,,,A proper place name rather than vocabulary.
493,"bright, well-lit",明るい,adjective,adjective,hell,,,a1,
494,receive (mail/signal),受信,noun,noun,Empfang,der,,b1,
495,november,十一月,noun,noun,November,der,,a1,
496,hygiene,衛生,noun,noun,Hygiene,die,,b1,
497,"the whole country, nationwide",全国,noun,adjective,landesweit,,,b2,"German equivalent is an adjective, not a noun."
498,"foreign country, overseas country",外国,noun,noun,Ausland,das,,a2,
499,"record, document",記録,noun,noun,Aufzeichnung,die,Aufzeichnungen,b2,
500,"one (thing), one unit",一つ,noun,,,,,,A numeral/counter rather than vocabulary.
501,"to add, include, apply",加える,verb,verb,hinzufügen,,,b1,
502,"picture book, illustrated book",絵本,noun,noun,Bilderbuch,das,Bilderbücher,a2,
503,"in practice, actually",実際,noun,adverb,tatsächlich,,,b1,"German equivalent is an adverb, not a noun."
504,"argument, discussion, debate",議論,noun,noun,Diskussion,die,Diskussionen,b1,
505,"to print, run off",刷る,verb,verb,drucken,,,b1,
506,"electricity, electric light",電気,noun,noun,Strom,der,,a2,
507,thick-cut,厚切り,noun,phrase,dick geschnitten,,,b2,"German expresses this as a phrase, not a noun."
508,"industry, business world",業界,noun,noun,Branche,die,Branchen,b2,
509,salt,塩,noun,noun,Salz,das,,a1,
510,"to inhale, to breathe in",吸う,verb,verb,einatmen,,,b1,
511,"quotation, citation",引用,noun,noun,Zitat,das,Zitate,b2,
512,"victory, triumph, win",勝利,noun,noun,Sieg,der,Siege,b1,
513,charm,魅力,noun,noun,Reiz,der,Reize,b2,
514,"to run, to dash",走る,verb,verb,laufen,,,a1,
515,"sentence, text, writing, composition",文章,noun,noun,Text,der,Texte,a2,
516,menu,メニュー,noun,noun,Speisekarte,die,Speisekarten,a1,
517,"title (of a work), name of a piece",題名,noun,noun,Titel,der,Titel,a2,
518,"good luck, good fortune",幸運,noun,noun,Glücksfall,der,Glücksfälle,b2,Distinct from 運/Glück.
519,"head, mind, brain, intelligence",頭,noun,noun,Kopf,der,Köpfe,a1,
520,"serious, earnest, diligent, sincere",真面目,adjective,adjective,ernsthaft,,,b1,
521,"sad, sorrowful, grieving",悲しい,adjective,adjective,traurig,,,a1,
522,to walk,歩く,verb,verb,gehen,,,a1,
523,"store, shop",商店,noun,noun,Laden,der,Läden,a1,
524,wedding ceremony,結婚式,noun,noun,Hochzeit,die,Hochzeiten,a2,
525,black tea,紅茶,noun,noun,Schwarztee,der,,a2,
526,desk,デスク,noun,noun,Pult,das,Pulte,b2,Distinct from 机/Schreibtisch.
527,means of transportation,交通機関,noun,noun,Verkehrsmittel,das,Verkehrsmittel,b1,
528,haiku (17-syllable japanese poem),俳句,noun,,,,,,Culturally specific; German only borrows Haiku.
529,"postponement, delay",延期,noun,noun,Verschiebung,die,Verschiebungen,b2,
530,dryer,乾燥機,noun,noun,Trockner,der,Trockner,b1,
531,"folktale, old story, fairy tale",昔話,noun,noun,Märchen,das,Märchen,b1,
532,destination,目的地,noun,noun,Ziel,das,Ziele,a2,
533,rice (polite form),お米,noun,,,,,,German has no polite register; 米/Reis carries this meaning.
534,furniture,家具,noun,noun,Möbel,das,Möbel,a2,
535,"(uncooked) rice, rice grain",米,noun,noun,Reis,der,,a1,
536,bus,バス,noun,noun,Bus,der,Busse,a1,
537,hanger,ハンガー,noun,noun,Kleiderbügel,der,Kleiderbügel,b1,
538,"reversal, turnaround",逆転,noun,noun,Wende,die,Wenden,b2,
539,"strong, powerful, tough",強い,adjective,adjective,stark,,,a1,
540,"vehicle, means of transport",乗り物,noun,noun,Fahrzeug,das,Fahrzeuge,a2,
541,"domestic, within the country",国内,noun,noun,Inland,das,,b1,
542,"since, from that time, ever since",以来,noun,,,,,,A grammatical function word; no German noun equivalent.
543,"score, points, grade",点数,noun,noun,Punktzahl,die,Punktzahlen,b1,
544,"birthplace, hometown, origin, background (education/organization)",出身,noun,noun,Herkunft,die,,b1,
545,"doctor, physician",医者,noun,noun,Arzt,der,Ärzte,a1,
546,"sun, solar",太陽,noun,noun,Sonne,die,Sonnen,a1,
547,japanese language,日本語,noun,noun,Japanisch,das,,a1,
548,carbonated water,炭酸水,noun,noun,Sprudelwasser,das,,a2,
549,set meal,定食,noun,noun,Menü,das,Menüs,b1,
550,steak,ステーキ,noun,noun,Steak,das,Steaks,a2,
551,"trend, fashion, craze",流行,noun,noun,Trend,der,Trends,b1,
552,"front, before, in front of",前,noun,noun,Vorderseite,die,Vorderseiten,b1,
553,saturday,土曜日,noun,noun,Samstag,der,Samstage,a1,
554,"feeling, mood",気分,noun,noun,Stimmung,die,Stimmungen,b1,
555,"to prosper, flourish, thrive",栄える,verb,verb,gedeihen,,,c1,
556,south,南,noun,noun,Süden,der,,a2,
557,"important, crucial, significant",重要,noun,adjective,bedeutend,,,b1,Distinct from 大事/wichtig.
558,"late at night, midnight, the small hours",深夜,noun,noun,Mitternacht,die,,b1,
559,"to line up, to arrange",並べる,verb,verb,aufreihen,,,b2,
560,"period, duration, term",期間,noun,noun,Dauer,die,,b1,
561,"interview (job, school)",面接,noun,noun,Vorstellungsgespräch,das,Vorstellungsgespräche,b1,
562,"to pull, to draw",引く,verb,verb,ziehen,,,a2,
563,"to enjoy, to have fun",楽しむ,verb,verb,genießen,,,b1,
564,grilled meat,焼肉,noun,noun,Grillfleisch,das,,b2,
565,"research institute, laboratory",研究所,noun,noun,Forschungsinstitut,das,Forschungsinstitute,b2,
566,"donation, contribution",寄付,noun,noun,Spende,die,Spenden,b1,
567,"lecture, speech",講演,noun,noun,Vortrag,der,Vorträge,b1,
568,"to part, separate, say goodbye",別れる,verb,verb,sich trennen,,,b1,
569,"middle school, junior high school",中学校,noun,noun,Mittelschule,die,Mittelschulen,a2,
570,committee member,委員,noun,noun,Ausschussmitglied,das,Ausschussmitglieder,c1,
571,"valley floor, bottom of a valley, depths",谷底,noun,noun,Talsohle,die,Talsohlen,c1,
572,towel,タオル,noun,noun,Handtuch,das,Handtücher,a1,
573,"to be full, fill up, be brimming",満ちる,verb,verb,sich füllen,,,b2,
574,"to become, to turn into",成る,verb,verb,werden,,,a1,
575,"to heal, recover (intransitive), be cured",治る,verb,verb,genesen,,,c1,
576,"amount of money, sum",金額,noun,noun,Betrag,der,Beträge,b1,
577,delete,削除,noun,noun,Löschung,die,Löschungen,b2,
578,"degree, extent, level",程度,noun,noun,Ausmaß,das,,b2,
579,satellite,衛星,noun,noun,Satellit,der,Satelliten,b2,
580,horse,馬,noun,noun,Pferd,das,Pferde,a1,
581,"consultation, discussion, talking over",相談,noun,noun,Beratung,die,Beratungen,b1,
582,"easy, simple",容易,adjective,adjective,einfach,,,a1,
583,"scenery, view, landscape",景色,noun,noun,Landschaft,die,Landschaften,b1,
584,"taking an exam, sitting for an exam",受験,noun,noun,Prüfungsteilnahme,die,,c1,
585,"rescue, relief, saving",救助,noun,noun,Rettung,die,Rettungen,b2,
586,"process, course",過程,noun,noun,Prozess,der,Prozesse,b1,
587,"reception, front desk",受付,noun,noun,Rezeption,die,Rezeptionen,a2,
588,"company president, ceo",社長,noun,noun,Geschäftsführer,der,Geschäftsführer,b2,
589,stock / inventory,在庫,noun,noun,Lagerbestand,der,Lagerbestände,b2,
590,cow's milk,牛乳,noun,noun,Milch,die,,a1,
591,"hot water, boiled water",お湯,noun,noun,Heißwasser,das,,b1,
592,"to forgive, to pardon",許す,verb,verb,verzeihen,,,b1,
593,triangle,三角,noun,noun,Dreieck,das,Dreiecke,a2,
594,receipt,レシート,noun,noun,Kassenbon,der,Kassenbons,a2,
595,"line, queue",行列,noun,noun,Schlange,die,Schlangen,a2,
596,udon noodles,うどん,noun,,,,,,Culturally specific; German only borrows Udon.
597,entryway,玄関,noun,noun,Flur,der,Flure,a2,
598,trash can,ゴミ箱,noun,noun,Mülleimer,der,Mülleimer,a1,
599,"weak, feeble, frail",弱い,adjective,adjective,schwach,,,a1,
600,"to climb a mountain, to go mountain climbing",登山する,verb,verb,bergsteigen,,,b2,
