concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
997,"paper, sheet of paper",紙,noun,noun,Papier,das,Papiere,a1,
998,"grand shrine, imperial shrine",神宮,noun,,,,,,Shinto-specific; German only borrows Jingu.
999,"excellent, outstanding",優秀,adjective,adjective,hervorragend,,,b2,
1000,"assumption, hypothesis",仮定,noun,noun,Annahme,die,Annahmen,b2,
1001,"trade, commerce",貿易,noun,noun,Handel,der,,b1,
1002,"exile, defection",亡命,noun,noun,Exil,das,,c1,
1003,"to drink, to swallow",飲む,verb,verb,trinken,,,a1,
1004,"representative, spokesperson",代表,noun,noun,Vertreter,der,Vertreter,b1,
1005,"confirmation, verification",確認,noun,noun,Bestätigung,die,Bestätigungen,b1,
1006,folding,折りたたみ,noun,adjective,klappbar,,,b2,"German equivalent is an adjective, not a noun."
1007,different color variant,色違い,noun,noun,Farbvariante,die,Farbvarianten,b2,
1008,left side,左側,noun,noun,linke Seite,die,,a1,
1009,last train,終電,noun,noun,letzte Zug,der,,b1,
1010,august,八月,noun,noun,August,der,,a1,
1011,kotatsu (heated table),こたつ,noun,,,,,,Culturally specific; German only borrows Kotatsu.
1012,formal wear,フォーマル,noun,noun,Abendgarderobe,die,,c1,
1013,next year,来年,noun,noun,Folgejahr,das,Folgejahre,b1,Distinct from 昨年/Vorjahr.
1014,"answer, reply, response",回答,noun,noun,Erwiderung,die,Erwiderungen,c1,Distinct from 返事/Antwort and 答え/Auflösung.
1015,"broadcast, broadcasting (tv/radio)",放送,noun,noun,Ausstrahlung,die,Ausstrahlungen,b2,Distinct from 番組/Sendung.
1016,"training, drill, practice",訓練,noun,noun,Training,das,,b1,Distinct from 練習/Übung.
1017,"neck, head (of an organization)",首,noun,noun,Hals,der,Hälse,a2,
1018,"limit, boundary",限度,noun,noun,Obergrenze,die,Obergrenzen,b2,
1019,"musical performance, playing",演奏,noun,noun,Aufführung,die,Aufführungen,b2,
1020,"honest, frank, truthful",正直,adjective,adjective,ehrlich,,,b1,
1021,"to teach, to instruct",教える,verb,verb,unterrichten,,,a2,
1022,"to say, to speak, to tell",言う,verb,verb,sagen,,,a1,
1023,"every year, annually",毎年,noun,adverb,jährlich,,,b1,"German equivalent is an adverb, not a noun."
1024,viewing,見学,noun,noun,Führung,die,Führungen,b1,
1025,"elementary school, primary school",小学校,noun,noun,Grundschule,die,Grundschulen,a2,
1026,ring (for a finger),指輪,noun,noun,Ring,der,Ringe,a2,
1027,"memory, recollection, reminiscence",思い出,noun,noun,Erinnerung,die,Erinnerungen,b1,
1028,"parallel, concurrent",並行,noun,adjective,parallel,,,b2,"German equivalent is an adjective, not a noun."
1029,"to think, to consider, to ponder",考える,verb,verb,denken,,,a1,
1030,"guest, visitor",客,noun,noun,Gast,der,Gäste,a1,Distinct from 顧客/Kunde.
1031,sushi,寿司,noun,,,,,,Culturally specific; German only borrows Sushi.
1032,"every month, monthly",毎月,noun,adverb,monatlich,,,b1,"German equivalent is an adverb, not a noun."
1033,"to fix, to repair, to correct",直す,verb,verb,reparieren,,,a2,
1034,preparation,用意,noun,noun,Vorbereitung,die,Vorbereitungen,b1,
1035,"autumn, fall",秋,noun,noun,Herbst,der,Herbste,a1,
1036,"regret, remorse",後悔,noun,noun,Bedauern,das,,b2,
1037,campaign,キャンペーン,noun,noun,Kampagne,die,Kampagnen,b2,
1038,airport,空港,noun,noun,Flughafen,der,Flughäfen,a1,
1039,arrow,矢,noun,noun,Pfeil,der,Pfeile,b1,
1040,chair,椅子,noun,noun,Stuhl,der,Stühle,a1,
1041,"overseas, abroad, foreign countries",海外,noun,,,,,,German Ausland already covers 外国; no distinct overseas noun.
1042,"savings, money saved",貯金,noun,noun,Ersparnisse,die,,b1,Used in the plural in German.
1043,"exchange (of people, ideas), interaction, fellowship",交流,noun,noun,Umgang,der,,b2,Distinct from 交換/Austausch.
1044,display item,展示品,noun,noun,Ausstellungsstück,das,Ausstellungsstücke,b2,
1045,"permit, license",許可証,noun,noun,Genehmigung,die,Genehmigungen,b2,
1046,"round trip, going and returning",往復,noun,noun,Hin- und Rückfahrt,die,,b1,
1047,eating and drinking,飲食,noun,noun,Verpflegung,die,,b2,
1048,"to receive, to accept",受け取る,verb,verb,empfangen,,,b1,
1049,"ruins, historic site",遺跡,noun,noun,Ruine,die,Ruinen,b2,
1050,"west, western direction",西,noun,noun,Westen,der,,a2,
