concept_id,gloss,ja_word,part_of_speech,de_part_of_speech,de_word,de_gender,de_plural,de_cefr,note
1174,horse racing,競馬,noun,noun,Pferderennen,das,Pferderennen,b2,Distinct from 競走/Rennen.
1175,detached house,一戸建て,noun,noun,Einfamilienhaus,das,Einfamilienhäuser,b2,
1176,"city, municipality",市,noun,noun,Gemeinde,die,Gemeinden,b1,Distinct from 都市/Stadt.
1177,"to think, to feel, to consider",思う,verb,verb,meinen,,,a2,Distinct from 考える/denken.
1178,compatible / support,対応,noun,noun,Unterstützung,die,,b1,
1179,send (mail/signal),送信,noun,noun,Versand,der,,b1,
1180,"east exit, east entrance",東口,noun,noun,Ostausgang,der,Ostausgänge,b1,
1181,consecutive holidays,連休,noun,noun,langes Wochenende,das,,b1,
1182,interior decor,インテリア,noun,noun,Inneneinrichtung,die,,b2,
1183,dried goods,乾物,noun,noun,Trockenware,die,Trockenwaren,c1,
1184,"permanence, eternity",永久,noun,noun,Ewigkeit,die,,b2,
1185,"friend (formal, adult usage)",友人,noun,,,,,,German Freund covers 友達 with no separate formal register.
1186,"art, fine arts",美術,noun,noun,Kunst,die,Künste,a2,
1187,"certain, reliable",確実,adjective,adjective,sicher,,,b1,
1188,cat,猫,noun,noun,Katze,die,Katzen,a1,
1189,"to protect, to defend",守る,verb,verb,schützen,,,b1,
1190,storage,収納,noun,noun,Aufbewahrung,die,,b2,Distinct from 保存/Speicherung.
1191,"addition, supplement, appendix",追加,noun,noun,Ergänzung,die,Ergänzungen,b1,
1192,"hometown, native place, birthplace",故里,noun,,,,,,A third synonym of 郷土/Heimat and 故郷/Geburtsort.
1193,"comfortable, pleasant",快適,adjective,adjective,angenehm,,,b1,
1194,"failure, mistake, blunder",失敗,noun,noun,Fehler,der,Fehler,a2,
1195,"nutrition, nourishment",栄養,noun,noun,Ernährung,die,,b1,
1196,fried egg,目玉焼き,noun,noun,Spiegelei,das,Spiegeleier,a2,
1197,graduate school,大学院,noun,noun,Aufbaustudium,das,,c1,
1198,"earth, the globe, the world",地球,noun,noun,Erde,die,,a2,
1199,nurse,看護師,noun,noun,Krankenschwester,die,Krankenschwestern,a2,
1200,"western-style food, western cuisine",洋食,noun,phrase,westliche Küche,,,b1,"German uses a phrase, not a single noun."
