id,sentence_id,kotoba_id,created_at
92,92,112,2026-07-12T14:21:13.326412+00:00
93,93,155,2026-07-12T14:21:13.326412+00:00
94,94,191,2026-07-12T14:21:13.326412+00:00
95,95,179,2026-07-12T14:21:13.326412+00:00
96,96,199,2026-07-12T14:21:13.326412+00:00
97,97,90,2026-07-12T14:21:13.326412+00:00
98,98,167,2026-07-12T14:21:13.326412+00:00
99,99,195,2026-07-12T14:21:13.326412+00:00
100,100,217,2026-07-12T14:21:13.326412+00:00
101,101,98,2026-07-12T14:21:13.326412+00:00
102,102,128,2026-07-12T14:21:13.326412+00:00
103,103,101,2026-07-12T14:21:13.326412+00:00
104,104,192,2026-07-12T14:21:13.326412+00:00
105,105,138,2026-07-12T14:21:13.326412+00:00
106,106,198,2026-07-12T14:21:13.326412+00:00
107,107,158,2026-07-12T14:21:13.326412+00:00
108,108,109,2026-07-12T14:21:13.326412+00:00
109,109,130,2026-07-12T14:21:13.326412+00:00
110,110,174,2026-07-12T14:21:13.326412+00:00
111,111,72,2026-07-12T14:21:13.326412+00:00
112,112,129,2026-07-12T14:21:13.326412+00:00
113,113,139,2026-07-12T14:21:13.326412+00:00
114,114,155,2026-07-12T14:21:13.326412+00:00
115,115,110,2026-07-12T14:21:13.326412+00:00
116,116,81,2026-07-12T14:21:13.326412+00:00
117,117,100,2026-07-12T14:21:13.326412+00:00
118,118,72,2026-07-12T14:21:13.326412+00:00
119,119,161,2026-07-12T14:21:13.326412+00:00
120,120,94,2026-07-12T14:21:13.326412+00:00
121,121,216,2026-07-12T14:21:13.326412+00:00
122,122,185,2026-07-12T14:21:13.326412+00:00
123,123,90,2026-07-12T14:21:13.326412+00:00
124,124,88,2026-07-12T14:21:13.326412+00:00
125,125,207,2026-07-12T14:21:13.326412+00:00
126,126,151,2026-07-12T14:21:13.326412+00:00
127,127,86,2026-07-12T14:21:13.326412+00:00
128,128,103,2026-07-12T14:21:13.326412+00:00
129,129,113,2026-07-12T14:21:13.326412+00:00
130,130,152,2026-07-12T14:21:13.326412+00:00
131,131,138,2026-07-12T14:21:13.326412+00:00
132,132,110,2026-07-12T14:21:13.326412+00:00
133,133,104,2026-07-12T14:21:13.326412+00:00
134,134,111,2026-07-12T14:21:13.326412+00:00
135,135,115,2026-07-12T14:21:13.326412+00:00
136,136,113,2026-07-12T14:21:13.326412+00:00
137,137,82,2026-07-12T14:21:13.326412+00:00
138,138,199,2026-07-12T14:21:13.326412+00:00
139,139,147,2026-07-12T14:21:13.326412+00:00
140,140,202,2026-07-12T14:21:13.326412+00:00
141,141,171,2026-07-12T14:21:13.326412+00:00
142,142,139,2026-07-12T14:21:13.326412+00:00
143,143,178,2026-07-12T14:21:13.326412+00:00
144,144,177,2026-07-12T14:21:13.326412+00:00
145,145,134,2026-07-12T14:21:13.326412+00:00
146,146,108,2026-07-12T14:21:13.326412+00:00
147,147,80,2026-07-12T14:21:13.326412+00:00
148,148,217,2026-07-12T14:21:13.326412+00:00
149,149,172,2026-07-12T14:21:13.326412+00:00
150,150,214,2026-07-12T14:21:13.326412+00:00
151,151,92,2026-07-12T14:21:13.326412+00:00
152,152,157,2026-07-12T14:21:13.326412+00:00
153,153,183,2026-07-12T14:21:13.326412+00:00
154,154,124,2026-07-12T14:21:13.326412+00:00
155,155,157,2026-07-12T14:21:13.326412+00:00
156,156,74,2026-07-12T14:21:13.326412+00:00
157,157,100,2026-07-12T14:21:13.326412+00:00
158,158,123,2026-07-12T14:21:13.326412+00:00
159,159,122,2026-07-12T14:21:13.326412+00:00
160,160,146,2026-07-12T14:21:13.326412+00:00
161,161,74,2026-07-12T14:21:13.326412+00:00
162,162,220,2026-07-12T14:21:13.326412+00:00
163,163,106,2026-07-12T14:21:13.326412+00:00
164,164,107,2026-07-12T14:21:13.326412+00:00
165,165,190,2026-07-12T14:21:13.326412+00:00
166,166,151,2026-07-12T14:21:13.326412+00:00
167,167,124,2026-07-12T14:21:13.326412+00:00
168,168,108,2026-07-12T14:21:13.326412+00:00
169,169,153,2026-07-12T14:21:13.326412+00:00
170,170,185,2026-07-12T14:21:13.326412+00:00
171,171,101,2026-07-12T14:21:13.326412+00:00
172,172,154,2026-07-12T14:21:13.326412+00:00
173,173,154,2026-07-12T14:21:13.326412+00:00
174,174,167,2026-07-12T14:21:13.326412+00:00
175,175,109,2026-07-12T14:21:13.326412+00:00
176,176,158,2026-07-12T14:21:13.326412+00:00
177,177,142,2026-07-12T14:21:13.326412+00:00
178,178,216,2026-07-12T14:21:13.326412+00:00
179,179,77,2026-07-12T14:21:13.326412+00:00
180,180,89,2026-07-12T14:21:13.326412+00:00
181,181,205,2026-07-12T14:21:13.326412+00:00
182,182,195,2026-07-12T14:21:13.326412+00:00
183,183,117,2026-07-12T14:21:13.326412+00:00
184,184,161,2026-07-12T14:21:13.326412+00:00
185,185,196,2026-07-12T14:21:13.326412+00:00
186,186,197,2026-07-12T14:21:13.326412+00:00
187,187,140,2026-07-12T14:21:13.326412+00:00
188,188,112,2026-07-12T14:21:13.326412+00:00
189,189,122,2026-07-12T14:21:13.326412+00:00
190,190,87,2026-07-12T14:21:13.326412+00:00
191,191,97,2026-07-12T14:21:13.326412+00:00
192,192,183,2026-07-12T14:21:13.326412+00:00
193,193,130,2026-07-12T14:21:13.326412+00:00
194,194,208,2026-07-12T14:21:13.326412+00:00
195,195,117,2026-07-12T14:21:13.326412+00:00
196,196,206,2026-07-12T14:21:13.326412+00:00
197,197,75,2026-07-12T14:21:13.326412+00:00
198,198,89,2026-07-12T14:21:13.326412+00:00
199,199,123,2026-07-12T14:21:13.326412+00:00
200,200,207,2026-07-12T14:21:13.326412+00:00
201,201,204,2026-07-12T14:21:13.326412+00:00
202,202,211,2026-07-12T14:21:13.326412+00:00
203,203,291,2026-07-12T14:21:13.326412+00:00
204,204,189,2026-07-12T14:21:13.326412+00:00
205,205,226,2026-07-12T14:21:13.326412+00:00
206,206,132,2026-07-12T14:21:13.326412+00:00
207,207,173,2026-07-12T14:21:13.326412+00:00
208,208,201,2026-07-12T14:21:13.326412+00:00
209,209,346,2026-07-12T14:21:13.326412+00:00
210,210,326,2026-07-12T14:21:13.326412+00:00
211,211,186,2026-07-12T14:21:13.326412+00:00
212,212,95,2026-07-12T14:21:13.326412+00:00
213,213,290,2026-07-12T14:21:13.326412+00:00
214,214,175,2026-07-12T14:21:13.326412+00:00
215,215,268,2026-07-12T14:21:13.326412+00:00
216,216,326,2026-07-12T14:21:13.326412+00:00
217,217,353,2026-07-12T14:21:13.326412+00:00
218,218,254,2026-07-12T14:21:13.326412+00:00
219,219,125,2026-07-12T14:21:13.326412+00:00
220,220,228,2026-07-12T14:21:13.326412+00:00
221,221,261,2026-07-12T14:21:13.326412+00:00
222,222,127,2026-07-12T14:21:13.326412+00:00
223,223,102,2026-07-12T14:21:13.326412+00:00
224,224,165,2026-07-12T14:21:13.326412+00:00
225,225,300,2026-07-12T14:21:13.326412+00:00
226,226,224,2026-07-12T14:21:13.326412+00:00
227,227,304,2026-07-12T14:21:13.326412+00:00
228,228,288,2026-07-12T14:21:13.326412+00:00
229,229,289,2026-07-12T14:21:13.326412+00:00
230,230,135,2026-07-12T14:21:13.326412+00:00
231,231,156,2026-07-12T14:21:13.326412+00:00
232,232,337,2026-07-12T14:21:13.326412+00:00
233,233,303,2026-07-12T14:21:13.326412+00:00
234,234,189,2026-07-12T14:21:13.326412+00:00
235,235,354,2026-07-12T14:21:13.326412+00:00
236,236,316,2026-07-12T14:21:13.326412+00:00
237,237,254,2026-07-12T14:21:13.326412+00:00
238,238,176,2026-07-12T14:21:13.326412+00:00
239,239,69,2026-07-12T14:21:13.326412+00:00
240,240,284,2026-07-12T14:21:13.326412+00:00
241,241,322,2026-07-12T14:21:13.326412+00:00
242,242,126,2026-07-12T14:21:13.326412+00:00
243,243,348,2026-07-12T14:21:13.326412+00:00
244,244,270,2026-07-12T14:21:13.326412+00:00
245,245,320,2026-07-12T14:21:13.326412+00:00
246,246,144,2026-07-12T14:21:13.326412+00:00
247,247,331,2026-07-12T14:21:13.326412+00:00
248,248,212,2026-07-12T14:21:13.326412+00:00
249,249,176,2026-07-12T14:21:13.326412+00:00
250,250,160,2026-07-12T14:21:13.326412+00:00
251,251,353,2026-07-12T14:21:13.326412+00:00
252,252,212,2026-07-12T14:21:13.326412+00:00
253,253,78,2026-07-12T14:21:13.326412+00:00
254,254,244,2026-07-12T14:21:13.326412+00:00
255,255,203,2026-07-12T14:21:13.326412+00:00
256,256,337,2026-07-12T14:21:13.326412+00:00
257,257,304,2026-07-12T14:21:13.326412+00:00
258,258,120,2026-07-12T14:21:13.326412+00:00
259,259,118,2026-07-12T14:21:13.326412+00:00
260,260,219,2026-07-12T14:21:13.326412+00:00
261,261,83,2026-07-12T14:21:13.326412+00:00
262,262,83,2026-07-12T14:21:13.326412+00:00
263,263,156,2026-07-12T14:21:13.326412+00:00
264,264,131,2026-07-12T14:21:13.326412+00:00
265,265,209,2026-07-12T14:21:13.326412+00:00
266,266,283,2026-07-12T14:21:13.326412+00:00
267,267,330,2026-07-12T14:21:13.326412+00:00
268,268,119,2026-07-12T14:21:13.326412+00:00
269,269,267,2026-07-12T14:21:13.326412+00:00
270,270,76,2026-07-12T14:21:13.326412+00:00
271,271,223,2026-07-12T14:21:13.326412+00:00
272,272,275,2026-07-12T14:21:13.326412+00:00
273,273,300,2026-07-12T14:21:13.326412+00:00
274,274,290,2026-07-12T14:21:13.326412+00:00
275,275,354,2026-07-12T14:21:13.326412+00:00
276,276,141,2026-07-12T14:21:13.326412+00:00
277,277,91,2026-07-12T14:21:13.326412+00:00
278,278,132,2026-07-12T14:21:13.326412+00:00
279,279,135,2026-07-12T14:21:13.326412+00:00
280,280,120,2026-07-12T14:21:13.326412+00:00
281,281,181,2026-07-12T14:21:13.326412+00:00
282,282,229,2026-07-12T14:21:13.326412+00:00
283,283,209,2026-07-12T14:21:13.326412+00:00
284,284,251,2026-07-12T14:21:13.326412+00:00
285,285,201,2026-07-12T14:21:13.326412+00:00
286,286,267,2026-07-12T14:21:13.326412+00:00
287,287,284,2026-07-12T14:21:13.326412+00:00
288,288,346,2026-07-12T14:21:13.326412+00:00
289,289,137,2026-07-12T14:21:13.326412+00:00
290,290,76,2026-07-12T14:21:13.326412+00:00
291,291,226,2026-07-12T14:21:13.326412+00:00
292,292,315,2026-07-12T14:21:13.326412+00:00
293,293,261,2026-07-12T14:21:13.326412+00:00
294,294,149,2026-07-12T14:21:13.326412+00:00
295,295,200,2026-07-12T14:21:13.326412+00:00
296,296,194,2026-07-12T14:21:13.326412+00:00
297,297,251,2026-07-12T14:21:13.326412+00:00
298,298,137,2026-07-12T14:21:13.326412+00:00
299,299,181,2026-07-12T14:21:13.326412+00:00
300,300,144,2026-07-12T14:21:13.326412+00:00
301,301,175,2026-07-12T14:21:13.326412+00:00
302,302,322,2026-07-12T14:21:13.326412+00:00
303,303,182,2026-07-12T14:21:13.326412+00:00
304,304,241,2026-07-12T14:21:13.326412+00:00
305,305,289,2026-07-12T14:21:13.326412+00:00
306,306,213,2026-07-12T14:21:13.326412+00:00
307,307,339,2026-07-12T14:21:13.326412+00:00
308,308,348,2026-07-12T14:21:13.326412+00:00
309,309,308,2026-07-12T14:21:13.326412+00:00
310,310,73,2026-07-12T14:21:13.326412+00:00
311,311,127,2026-07-12T14:21:13.326412+00:00
312,312,131,2026-07-12T14:21:13.326412+00:00
313,313,105,2026-07-12T14:21:13.326412+00:00
314,314,141,2026-07-12T14:21:13.326412+00:00
315,315,315,2026-07-12T14:21:13.326412+00:00
316,316,242,2026-07-12T14:21:13.326412+00:00
317,317,186,2026-07-12T14:21:13.326412+00:00
318,318,324,2026-07-12T14:21:13.326412+00:00
319,319,215,2026-07-12T14:21:13.326412+00:00
320,320,184,2026-07-12T14:21:13.326412+00:00
321,321,317,2026-07-12T14:21:13.326412+00:00
322,322,317,2026-07-12T14:21:13.326412+00:00
323,323,223,2026-07-12T14:21:13.326412+00:00
324,324,218,2026-07-12T14:21:13.326412+00:00
325,325,283,2026-07-12T14:21:13.326412+00:00
327,327,342,2026-07-12T14:21:13.326412+00:00
328,328,184,2026-07-12T14:21:13.326412+00:00
329,329,168,2026-07-12T14:21:13.326412+00:00
330,330,91,2026-07-12T14:21:13.326412+00:00
331,331,330,2026-07-12T14:21:13.326412+00:00
332,332,228,2026-07-12T14:21:13.326412+00:00
333,333,165,2026-07-12T14:21:13.326412+00:00
335,335,125,2026-07-12T14:21:13.326412+00:00
336,336,105,2026-07-12T14:21:13.326412+00:00
337,337,263,2026-07-12T14:21:13.326412+00:00
338,338,173,2026-07-12T14:21:13.326412+00:00
339,339,194,2026-07-12T14:21:13.326412+00:00
340,340,148,2026-07-12T14:21:13.326412+00:00
341,341,182,2026-07-12T14:21:13.326412+00:00
342,342,168,2026-07-12T14:21:13.326412+00:00
343,343,339,2026-07-12T14:21:13.326412+00:00
344,344,224,2026-07-12T14:21:13.326412+00:00
345,345,145,2026-07-12T14:21:13.326412+00:00
346,346,256,2026-07-12T14:21:13.326412+00:00
347,347,219,2026-07-12T14:21:13.326412+00:00
348,348,320,2026-07-12T14:21:13.326412+00:00
349,349,308,2026-07-12T14:21:13.326412+00:00
350,350,292,2026-07-12T14:21:13.326412+00:00
351,351,305,2026-07-12T14:21:13.326412+00:00
352,352,203,2026-07-12T14:21:13.326412+00:00
353,353,292,2026-07-12T14:21:13.326412+00:00
354,354,241,2026-07-12T14:21:13.326412+00:00
355,355,69,2026-07-12T14:21:13.326412+00:00
356,356,118,2026-07-12T14:21:13.326412+00:00
357,357,169,2026-07-12T14:21:13.326412+00:00
358,358,166,2026-07-12T14:21:13.326412+00:00
359,359,324,2026-07-12T14:21:13.326412+00:00
360,360,314,2026-07-12T14:21:13.326412+00:00
361,361,272,2026-07-12T14:21:13.326412+00:00
362,362,357,2026-07-12T14:21:13.326412+00:00
363,363,166,2026-07-12T14:21:13.326412+00:00
364,364,314,2026-07-12T14:21:13.326412+00:00
365,365,102,2026-07-12T14:21:13.326412+00:00
366,366,95,2026-07-12T14:21:13.326412+00:00
367,367,218,2026-07-12T14:21:13.326412+00:00
368,368,200,2026-07-12T14:21:13.326412+00:00
369,369,149,2026-07-12T14:21:13.326412+00:00
370,370,268,2026-07-12T14:21:13.326412+00:00
371,371,316,2026-07-12T14:21:13.326412+00:00
372,372,160,2026-07-12T14:21:13.326412+00:00
373,373,342,2026-07-12T14:21:13.326412+00:00
374,374,306,2026-07-12T14:21:13.326412+00:00
375,375,242,2026-07-12T14:21:13.326412+00:00
376,376,229,2026-07-12T14:21:13.326412+00:00
377,377,272,2026-07-12T14:21:13.326412+00:00
378,378,263,2026-07-12T14:21:13.326412+00:00
379,379,159,2026-07-12T14:21:13.326412+00:00
380,503,309,2026-07-12T14:21:13.326412+00:00
381,380,288,2026-07-12T14:21:13.326412+00:00
382,381,275,2026-07-12T14:21:13.326412+00:00
383,382,291,2026-07-12T14:21:13.326412+00:00
384,383,357,2026-07-12T14:21:13.326412+00:00
385,384,305,2026-07-12T14:21:13.326412+00:00
386,385,119,2026-07-12T14:21:13.326412+00:00
387,386,126,2026-07-12T14:21:13.326412+00:00
388,387,270,2026-07-12T14:21:13.326412+00:00
389,388,159,2026-07-12T14:21:13.326412+00:00
390,389,325,2026-07-12T14:21:13.326412+00:00
391,390,73,2026-07-12T14:21:13.326412+00:00
392,391,325,2026-07-12T14:21:13.326412+00:00
393,392,244,2026-07-12T14:21:13.326412+00:00
394,393,145,2026-07-12T14:21:13.326412+00:00
395,394,256,2026-07-12T14:21:13.326412+00:00
396,395,148,2026-07-12T14:21:13.326412+00:00
397,396,114,2026-07-12T14:21:13.326412+00:00
398,397,303,2026-07-12T14:21:13.326412+00:00
400,399,114,2026-07-12T14:21:13.326412+00:00
401,400,78,2026-07-12T14:21:13.326412+00:00
402,401,306,2026-07-12T14:21:13.326412+00:00
403,402,215,2026-07-12T14:21:13.326412+00:00
404,403,331,2026-07-12T14:21:13.326412+00:00
405,404,213,2026-07-12T14:21:13.326412+00:00
406,405,355,2026-07-12T14:21:13.326412+00:00
407,406,321,2026-07-12T14:21:13.326412+00:00
408,407,243,2026-07-12T14:21:13.326412+00:00
409,408,298,2026-07-12T14:21:13.326412+00:00
410,409,253,2026-07-12T14:21:13.326412+00:00
411,410,280,2026-07-12T14:21:13.326412+00:00
412,411,313,2026-07-12T14:21:13.326412+00:00
413,412,250,2026-07-12T14:21:13.326412+00:00
414,413,295,2026-07-12T14:21:13.326412+00:00
415,414,253,2026-07-12T14:21:13.326412+00:00
416,415,266,2026-07-12T14:21:13.326412+00:00
417,416,13,2026-07-12T14:21:13.326412+00:00
418,417,222,2026-07-12T14:21:13.326412+00:00
419,418,294,2026-07-12T14:21:13.326412+00:00
420,419,309,2026-07-12T14:21:13.326412+00:00
421,420,341,2026-07-12T14:21:13.326412+00:00
422,421,334,2026-07-12T14:21:13.326412+00:00
423,422,240,2026-07-12T14:21:13.326412+00:00
424,423,297,2026-07-12T14:21:13.326412+00:00
425,424,345,2026-07-12T14:21:13.326412+00:00
426,425,347,2026-07-12T14:21:13.326412+00:00
427,426,345,2026-07-12T14:21:13.326412+00:00
428,427,364,2026-07-12T14:21:13.326412+00:00
429,428,276,2026-07-12T14:21:13.326412+00:00
430,429,265,2026-07-12T14:21:13.326412+00:00
431,430,365,2026-07-12T14:21:13.326412+00:00
432,431,225,2026-07-12T14:21:13.326412+00:00
433,432,255,2026-07-12T14:21:13.326412+00:00
434,433,285,2026-07-12T14:21:13.326412+00:00
435,434,269,2026-07-12T14:21:13.326412+00:00
436,435,257,2026-07-12T14:21:13.326412+00:00
437,436,246,2026-07-12T14:21:13.326412+00:00
438,437,278,2026-07-12T14:21:13.326412+00:00
439,438,359,2026-07-12T14:21:13.326412+00:00
440,439,231,2026-07-12T14:21:13.326412+00:00
441,440,301,2026-07-12T14:21:13.326412+00:00
442,441,323,2026-07-12T14:21:13.326412+00:00
443,442,327,2026-07-12T14:21:13.326412+00:00
444,443,310,2026-07-12T14:21:13.326412+00:00
445,444,258,2026-07-12T14:21:13.326412+00:00
446,445,247,2026-07-12T14:21:13.326412+00:00
447,446,298,2026-07-12T14:21:13.326412+00:00
448,447,259,2026-07-12T14:21:13.326412+00:00
449,448,238,2026-07-12T14:21:13.326412+00:00
450,449,350,2026-07-12T14:21:13.326412+00:00
451,450,271,2026-07-12T14:21:13.326412+00:00
452,451,367,2026-07-12T14:21:13.326412+00:00
453,452,356,2026-07-12T14:21:13.326412+00:00
454,453,343,2026-07-12T14:21:13.326412+00:00
455,454,273,2026-07-12T14:21:13.326412+00:00
456,455,243,2026-07-12T14:21:13.326412+00:00
457,456,237,2026-07-12T14:21:13.326412+00:00
458,457,358,2026-07-12T14:21:13.326412+00:00
459,458,280,2026-07-12T14:21:13.326412+00:00
460,459,273,2026-07-12T14:21:13.326412+00:00
461,460,367,2026-07-12T14:21:13.326412+00:00
462,461,351,2026-07-12T14:21:13.326412+00:00
463,462,344,2026-07-12T14:21:13.326412+00:00
464,463,336,2026-07-12T14:21:13.326412+00:00
465,464,259,2026-07-12T14:21:13.326412+00:00
466,465,351,2026-07-12T14:21:13.326412+00:00
467,466,299,2026-07-12T14:21:13.326412+00:00
468,467,245,2026-07-12T14:21:13.326412+00:00
469,468,247,2026-07-12T14:21:13.326412+00:00
470,469,338,2026-07-12T14:21:13.326412+00:00
471,470,414,2026-07-12T14:21:13.326412+00:00
472,471,318,2026-07-12T14:21:13.326412+00:00
473,472,350,2026-07-12T14:21:13.326412+00:00
474,473,249,2026-07-12T14:21:13.326412+00:00
475,474,265,2026-07-12T14:21:13.326412+00:00
476,475,335,2026-07-12T14:21:13.326412+00:00
477,476,287,2026-07-12T14:21:13.326412+00:00
478,477,366,2026-07-12T14:21:13.326412+00:00
479,478,360,2026-07-12T14:21:13.326412+00:00
480,479,266,2026-07-12T14:21:13.326412+00:00
481,480,276,2026-07-12T14:21:13.326412+00:00
482,481,359,2026-07-12T14:21:13.326412+00:00
483,482,341,2026-07-12T14:21:13.326412+00:00
484,483,239,2026-07-12T14:21:13.326412+00:00
485,484,236,2026-07-12T14:21:13.326412+00:00
486,485,295,2026-07-12T14:21:13.326412+00:00
487,486,230,2026-07-12T14:21:13.326412+00:00
488,487,344,2026-07-12T14:21:13.326412+00:00
489,488,235,2026-07-12T14:21:13.326412+00:00
490,489,260,2026-07-12T14:21:13.326412+00:00
491,490,414,2026-07-12T14:21:13.326412+00:00
492,491,286,2026-07-12T14:21:13.326412+00:00
493,492,301,2026-07-12T14:21:13.326412+00:00
494,493,232,2026-07-12T14:21:13.326412+00:00
495,494,363,2026-07-12T14:21:13.326412+00:00
496,495,361,2026-07-12T14:21:13.326412+00:00
497,496,279,2026-07-12T14:21:13.326412+00:00
498,497,363,2026-07-12T14:21:13.326412+00:00
499,498,271,2026-07-12T14:21:13.326412+00:00
500,499,264,2026-07-12T14:21:13.326412+00:00
501,500,335,2026-07-12T14:21:13.326412+00:00
502,501,296,2026-07-12T14:21:13.326412+00:00
503,502,360,2026-07-12T14:21:13.326412+00:00
504,504,225,2026-07-12T14:21:13.326412+00:00
505,505,282,2026-07-12T14:21:13.326412+00:00
506,506,233,2026-07-12T14:21:13.326412+00:00
507,507,323,2026-07-12T14:21:13.326412+00:00
508,508,248,2026-07-12T14:21:13.326412+00:00
509,509,238,2026-07-12T14:21:13.326412+00:00
510,510,328,2026-07-12T14:21:13.326412+00:00
511,511,274,2026-07-12T14:21:13.326412+00:00
512,512,257,2026-07-12T14:21:13.326412+00:00
513,513,282,2026-07-12T14:21:13.326412+00:00
514,514,278,2026-07-12T14:21:13.326412+00:00
515,515,221,2026-07-12T14:21:13.326412+00:00
516,516,364,2026-07-12T14:21:13.326412+00:00
517,517,362,2026-07-12T14:21:13.326412+00:00
518,518,262,2026-07-12T14:21:13.326412+00:00
519,519,234,2026-07-12T14:21:13.326412+00:00
520,520,319,2026-07-12T14:21:13.326412+00:00
521,521,355,2026-07-12T14:21:13.326412+00:00
522,522,285,2026-07-12T14:21:13.326412+00:00
523,523,237,2026-07-12T14:21:13.326412+00:00
524,524,327,2026-07-12T14:21:13.326412+00:00
525,525,252,2026-07-12T14:21:13.326412+00:00
526,526,340,2026-07-12T14:21:13.326412+00:00
527,527,366,2026-07-12T14:21:13.326412+00:00
528,528,343,2026-07-12T14:21:13.326412+00:00
529,529,3,2026-07-12T14:21:13.326412+00:00
530,530,231,2026-07-12T14:21:13.326412+00:00
531,531,262,2026-07-12T14:21:13.326412+00:00
532,532,352,2026-07-12T14:21:13.326412+00:00
533,533,336,2026-07-12T14:21:13.326412+00:00
534,534,227,2026-07-12T14:21:13.326412+00:00
535,535,318,2026-07-12T14:21:13.326412+00:00
536,536,362,2026-07-12T14:21:13.326412+00:00
537,537,246,2026-07-12T14:21:13.326412+00:00
538,538,310,2026-07-12T14:21:13.326412+00:00
539,539,277,2026-07-12T14:21:13.326412+00:00
540,540,281,2026-07-12T14:21:13.326412+00:00
541,541,338,2026-07-12T14:21:13.326412+00:00
542,542,293,2026-07-12T14:21:13.326412+00:00
543,543,313,2026-07-12T14:21:13.326412+00:00
544,544,302,2026-07-12T14:21:13.326412+00:00
