id,word_id,kanji_id,created_at,kanji_meaning_in_word,updated_at
152,17,25,2026-06-28T06:14:33.713204+00:00,to stretch out (in time),2026-06-28T07:02:31.383319+00:00
153,18,26,2026-06-28T06:14:33.713204+00:00,to end/last,2026-06-28T07:02:31.383319+00:00
154,18,27,2026-06-28T06:14:33.713204+00:00,train (electric),2026-06-28T07:02:31.383319+00:00
155,19,28,2026-06-28T06:14:33.713204+00:00,to transport,2026-06-28T07:02:31.383319+00:00
156,19,29,2026-06-28T06:14:33.713204+00:00,fee/cost,2026-06-28T07:02:31.383319+00:00
157,20,30,2026-06-28T06:14:33.713204+00:00,self/one's own,2026-06-28T07:02:31.383319+00:00
158,20,31,2026-06-28T06:14:33.713204+00:00,free/unrestricted,2026-06-28T07:02:31.383319+00:00
159,20,32,2026-06-28T06:14:33.713204+00:00,seat,2026-06-28T07:02:31.383319+00:00
160,21,33,2026-06-28T06:14:33.713204+00:00,to try,2026-06-28T07:02:31.383319+00:00
161,21,34,2026-06-28T06:14:33.713204+00:00,to wear/put on,2026-06-28T07:02:31.383319+00:00
162,23,35,2026-06-28T06:14:33.713204+00:00,existing/in stock,2026-06-28T07:02:31.383319+00:00
163,23,36,2026-06-28T06:14:33.713204+00:00,storage/warehouse,2026-06-28T07:02:31.383319+00:00
164,24,37,2026-06-28T06:14:33.713204+00:00,to return,2026-06-28T07:02:31.383319+00:00
165,24,38,2026-06-28T06:14:33.713204+00:00,goods/item,2026-06-28T07:02:31.383319+00:00
166,26,39,2026-06-28T06:14:33.713204+00:00,to send/ship,2026-06-28T07:02:31.383319+00:00
167,26,40,2026-06-28T06:14:33.713204+00:00,fee/charge,2026-06-28T07:02:31.383319+00:00
168,27,41,2026-06-28T06:14:33.713204+00:00,cotton (material),2026-06-28T07:02:31.383319+00:00
169,28,42,2026-06-28T06:14:33.713204+00:00,color,2026-06-28T07:02:31.383319+00:00
170,28,43,2026-06-28T06:14:33.713204+00:00,to differ/be different,2026-06-28T07:02:31.383319+00:00
171,29,44,2026-06-28T06:14:33.713204+00:00,to settle/pay,2026-06-28T07:02:31.383319+00:00
172,29,45,2026-06-28T06:14:33.713204+00:00,to count/tally,2026-06-28T07:02:31.383319+00:00
173,31,46,2026-06-28T06:14:33.713204+00:00,to charge/fill,2026-06-28T07:02:31.383319+00:00
174,31,27,2026-06-28T06:14:33.713204+00:00,powered by electricity,2026-06-28T07:02:31.383319+00:00
175,31,47,2026-06-28T06:14:33.713204+00:00,device/equipment,2026-06-28T07:02:31.383319+00:00
176,32,48,2026-06-28T06:14:33.713204+00:00,to protect/guarantee,2026-06-28T07:02:31.383319+00:00
177,32,49,2026-06-28T06:14:33.713204+00:00,proof/certificate,2026-06-28T07:02:31.383319+00:00
178,33,50,2026-06-28T06:14:33.713204+00:00,to display/exhibit,2026-06-28T07:02:31.383319+00:00
179,33,51,2026-06-28T06:14:33.713204+00:00,to show,2026-06-28T07:02:31.383319+00:00
180,33,38,2026-06-28T06:14:33.713204+00:00,item/product,2026-06-28T07:02:31.383319+00:00
181,34,35,2026-06-28T06:14:33.713204+00:00,existing/in stock,2026-06-28T07:02:31.383319+00:00
182,34,36,2026-06-28T06:14:33.713204+00:00,storage/warehouse,2026-06-28T07:02:31.383319+00:00
183,34,52,2026-06-28T06:14:33.713204+00:00,to cut off/run out,2026-06-28T07:02:31.383319+00:00
184,35,53,2026-06-28T06:14:33.713204+00:00,to fix/restore,2026-06-28T07:02:31.383319+00:00
185,35,54,2026-06-28T06:14:33.713204+00:00,to process/handle,2026-06-28T07:02:31.383319+00:00
186,36,55,2026-06-28T06:14:33.713204+00:00,new/unused,2026-06-28T07:02:31.383319+00:00
187,36,38,2026-06-28T06:14:33.713204+00:00,item/product,2026-06-28T07:02:31.383319+00:00
188,37,56,2026-06-28T06:14:33.713204+00:00,used/pre-owned,2026-06-28T07:02:31.383319+00:00
189,37,57,2026-06-28T06:14:33.713204+00:00,old/previously owned,2026-06-28T07:02:31.383319+00:00
190,38,58,2026-06-28T06:14:33.713204+00:00,to handle/operate,2026-06-28T07:02:31.383319+00:00
191,38,59,2026-06-28T06:14:33.713204+00:00,to deal with,2026-06-28T07:02:31.383319+00:00
192,38,60,2026-06-28T06:14:33.713204+00:00,to explain,2026-06-28T07:02:31.383319+00:00
193,38,61,2026-06-28T06:14:33.713204+00:00,clear/easy to understand,2026-06-28T07:02:31.383319+00:00
194,38,9,2026-06-28T06:14:33.713204+00:00,written document,2026-06-28T07:02:31.383319+00:00
195,39,27,2026-06-28T06:14:33.713204+00:00,powered by electricity,2026-06-28T07:02:31.383319+00:00
196,39,62,2026-06-28T06:14:33.713204+00:00,cell/small container,2026-06-28T07:02:31.383319+00:00
197,40,63,2026-06-28T06:14:33.713204+00:00,in relation to,2026-06-28T07:02:31.383319+00:00
198,40,64,2026-06-28T06:14:33.713204+00:00,to respond/support,2026-06-28T07:02:31.383319+00:00
199,41,65,2026-06-28T06:14:33.713204+00:00,field/grown in nature,2026-06-28T07:02:31.383319+00:00
200,41,66,2026-06-28T06:14:33.713204+00:00,edible plant/greens,2026-06-28T07:02:31.383319+00:00
201,42,67,2026-06-28T06:14:33.713204+00:00,fruit/result,2026-06-28T07:02:31.383319+00:00
202,42,13,2026-06-28T06:14:33.713204+00:00,thing/item,2026-06-28T07:02:31.383319+00:00
203,43,68,2026-06-28T06:14:33.713204+00:00,flesh/animal meat,2026-06-28T07:02:31.383319+00:00
204,44,69,2026-06-28T06:14:33.713204+00:00,fish (seafood),2026-06-28T07:02:31.383319+00:00
205,45,70,2026-06-28T06:14:33.713204+00:00,cold/chilled,2026-06-28T07:02:31.383319+00:00
206,45,71,2026-06-28T06:14:33.713204+00:00,to freeze,2026-06-28T07:02:31.383319+00:00
207,46,72,2026-06-28T06:14:33.713204+00:00,to taste/judge quality,2026-06-28T07:02:31.383319+00:00
208,46,73,2026-06-28T06:14:33.713204+00:00,flavor/taste,2026-06-28T07:02:31.383319+00:00
209,46,22,2026-06-28T06:14:33.713204+00:00,period/term,2026-06-28T07:02:31.383319+00:00
210,46,74,2026-06-28T06:14:33.713204+00:00,limit/deadline,2026-06-28T07:02:31.383319+00:00
211,47,75,2026-06-28T06:14:33.713204+00:00,special/featured,2026-06-28T07:02:31.383319+00:00
212,47,76,2026-06-28T06:14:33.713204+00:00,to sell,2026-06-28T07:02:31.383319+00:00
213,48,77,2026-06-28T06:14:33.713204+00:00,country/domestic,2026-06-28T07:02:31.383319+00:00
214,48,78,2026-06-28T06:14:33.713204+00:00,produced/grown,2026-06-28T07:02:31.383319+00:00
215,49,79,2026-06-28T06:14:33.713204+00:00,to exist/have,2026-06-28T07:02:31.383319+00:00
216,49,80,2026-06-28T06:14:33.713204+00:00,naturally occurring/organic,2026-06-28T07:02:31.383319+00:00
217,50,81,2026-06-28T06:14:33.713204+00:00,bean/legume,2026-06-28T07:02:31.383319+00:00
218,50,82,2026-06-28T06:14:33.713204+00:00,fermented/soft,2026-06-28T07:02:31.383319+00:00
219,51,83,2026-06-28T06:14:33.713204+00:00,to scatter/cut (hair),2026-06-28T07:02:31.383319+00:00
220,51,84,2026-06-28T06:14:33.713204+00:00,hair (on head),2026-06-28T07:02:31.383319+00:00
221,52,85,2026-06-28T06:14:33.713204+00:00,in advance/beforehand,2026-06-28T07:02:31.383319+00:00
222,52,86,2026-06-28T06:14:33.713204+00:00,to promise/book,2026-06-28T07:02:31.383319+00:00
223,53,87,2026-06-28T06:14:33.713204+00:00,to arrange/style,2026-06-28T07:02:31.383319+00:00
224,53,84,2026-06-28T06:14:33.713204+00:00,hair (on head),2026-06-28T07:02:31.383319+00:00
225,53,40,2026-06-28T06:14:33.713204+00:00,product/material,2026-06-28T07:02:31.383319+00:00
226,54,88,2026-06-28T06:14:33.713204+00:00,beard/facial hair,2026-06-28T07:02:31.383319+00:00
227,54,89,2026-06-28T06:14:33.713204+00:00,to shave,2026-06-28T07:02:31.383319+00:00
228,55,90,2026-06-28T06:14:33.713204+00:00,front/forward,2026-06-28T07:02:31.383319+00:00
229,55,84,2026-06-28T06:14:33.713204+00:00,hair (on head),2026-06-28T07:02:31.383319+00:00
230,56,91,2026-06-28T06:14:33.713204+00:00,short,2026-06-28T07:02:31.383319+00:00
231,57,92,2026-06-28T06:14:33.713204+00:00,to finish/complete,2026-06-28T07:02:31.383319+00:00
232,57,93,2026-06-28T06:14:33.713204+00:00,top/final touch,2026-06-28T07:02:31.383319+00:00
233,58,94,2026-06-28T06:14:33.713204+00:00,to wash/clean,2026-06-28T07:02:31.383319+00:00
234,58,84,2026-06-28T06:14:33.713204+00:00,hair (on head),2026-06-28T07:02:31.383319+00:00
235,59,95,2026-06-28T06:14:33.713204+00:00,eyebrow,2026-06-28T07:02:31.383319+00:00
236,59,96,2026-06-28T06:14:33.713204+00:00,hair/fur,2026-06-28T07:02:31.383319+00:00
237,61,97,2026-06-28T06:14:33.713204+00:00,to pour/place an order,2026-06-28T07:02:31.383319+00:00
238,61,98,2026-06-28T06:14:33.713204+00:00,written order/text,2026-06-28T07:02:31.383319+00:00
239,62,21,2026-06-28T06:14:33.713204+00:00,fixed/set,2026-06-28T07:02:31.383319+00:00
240,62,99,2026-06-28T06:14:33.713204+00:00,meal/food,2026-06-28T07:02:31.383319+00:00
241,65,44,2026-06-28T06:14:33.713204+00:00,to settle/pay,2026-06-28T07:02:31.383319+00:00
242,65,45,2026-06-28T06:14:33.713204+00:00,to count/tally,2026-06-28T07:02:31.383319+00:00
243,66,100,2026-06-28T06:14:33.713204+00:00,full/packed,2026-06-28T07:02:31.383319+00:00
244,66,32,2026-06-28T06:14:33.713204+00:00,seat,2026-06-28T07:02:31.383319+00:00
245,67,101,2026-06-28T06:14:33.713204+00:00,to hold/carry,2026-06-28T07:02:31.383319+00:00
246,67,102,2026-06-28T06:14:33.713204+00:00,to return/go back,2026-06-28T07:02:31.383319+00:00
247,68,103,2026-06-28T06:14:33.713204+00:00,spicy/hot,2026-06-28T07:02:31.383319+00:00
248,69,104,2026-06-28T06:14:33.713204+00:00,to forbid/prohibit,2026-06-28T07:02:31.383319+00:00
249,69,105,2026-06-28T06:14:33.713204+00:00,smoke,2026-06-28T07:02:31.383319+00:00
250,70,99,2026-06-28T06:14:33.713204+00:00,to eat,2026-06-28T07:02:31.383319+00:00
251,70,106,2026-06-28T06:14:33.713204+00:00,to release/unlimited,2026-06-28T07:02:31.383319+00:00
252,70,107,2026-06-28T06:14:33.713204+00:00,amount/quantity,2026-06-28T07:02:31.383319+00:00
253,848,108,2026-07-11T13:39:40.647295+00:00,name,2026-07-11T13:39:40.647295+00:00
254,111,108,2026-07-11T13:39:40.647295+00:00,"famous, well-known",2026-07-11T13:39:40.647295+00:00
255,901,109,2026-07-11T13:39:40.647295+00:00,university,2026-07-11T13:39:40.647295+00:00
256,854,109,2026-07-11T13:39:40.647295+00:00,"adult, grown-up",2026-07-11T13:39:40.647295+00:00
257,211,109,2026-07-11T13:39:40.647295+00:00,"important, precious, valued",2026-07-11T13:39:40.647295+00:00
258,104,109,2026-07-11T13:39:40.647295+00:00,"big, large, great",2026-07-11T13:39:40.647295+00:00
259,1057,110,2026-07-11T13:39:40.647295+00:00,elementary school,2026-07-11T13:39:40.647295+00:00
260,72,110,2026-07-11T13:39:40.647295+00:00,"small, little, tiny",2026-07-11T13:39:40.647295+00:00
261,1060,111,2026-07-11T13:39:40.647295+00:00,letter (written),2026-07-11T13:39:40.647295+00:00
262,1050,111,2026-07-11T13:39:40.647295+00:00,left hand,2026-07-11T13:39:40.647295+00:00
263,844,111,2026-07-11T13:39:40.647295+00:00,right hand,2026-07-11T13:39:40.647295+00:00
264,204,111,2026-07-11T13:39:40.647295+00:00,"unskilled, poor at, clumsy",2026-07-11T13:39:40.647295+00:00
265,167,111,2026-07-11T13:39:40.647295+00:00,"skilled, good at, proficient",2026-07-11T13:39:40.647295+00:00
266,96,112,2026-07-11T13:39:40.647295+00:00,"early, fast",2026-07-11T13:39:40.647295+00:00
267,1035,113,2026-07-11T13:39:40.647295+00:00,Japan,2026-07-11T13:39:40.647295+00:00
268,152,113,2026-07-11T13:39:40.647295+00:00,"real, genuine, true",2026-07-11T13:39:40.647295+00:00
269,1031,114,2026-07-11T13:39:40.647295+00:00,"New Year, New Year's holiday",2026-07-11T13:39:40.647295+00:00
270,177,114,2026-07-11T13:39:40.647295+00:00,"correct, right, proper",2026-07-11T13:39:40.647295+00:00
271,121,114,2026-07-11T13:39:40.647295+00:00,"honest, frank, truthful",2026-07-11T13:39:40.647295+00:00
272,197,115,2026-07-11T13:39:40.647295+00:00,white,2026-07-11T13:39:40.647295+00:00
273,987,116,2026-07-11T13:39:40.647295+00:00,"baby, infant",2026-07-11T13:39:40.647295+00:00
274,140,116,2026-07-11T13:39:40.647295+00:00,red,2026-07-11T13:39:40.647295+00:00
275,153,117,2026-07-11T13:39:40.647295+00:00,"blue, green, pale",2026-07-11T13:39:40.647295+00:00
276,854,118,2026-07-11T13:39:40.647295+00:00,"adult, grown-up",2026-07-11T13:39:40.647295+00:00
277,914,119,2026-07-11T13:39:40.647295+00:00,last month,2026-07-11T13:39:40.647295+00:00
278,878,119,2026-07-11T13:39:40.647295+00:00,teacher,2026-07-11T13:39:40.647295+00:00
279,758,119,2026-07-11T13:39:40.647295+00:00,last week,2026-07-11T13:39:40.647295+00:00
280,731,121,2026-07-11T13:39:40.647295+00:00,"effort, endeavor, hard work",2026-07-11T13:39:40.647295+00:00
281,873,122,2026-07-11T13:39:40.647295+00:00,right side,2026-07-11T13:39:40.647295+00:00
282,844,122,2026-07-11T13:39:40.647295+00:00,right hand,2026-07-11T13:39:40.647295+00:00
283,900,123,2026-07-11T13:39:40.647295+00:00,Saturday,2026-07-11T13:39:40.647295+00:00
284,808,124,2026-07-11T13:39:40.647295+00:00,"evening, late afternoon",2026-07-11T13:39:40.647295+00:00
285,896,125,2026-07-11T13:39:40.647295+00:00,weather,2026-07-11T13:39:40.647295+00:00
286,868,126,2026-07-11T13:39:40.647295+00:00,girl,2026-07-11T13:39:40.647295+00:00
287,1061,127,2026-07-11T13:39:40.647295+00:00,boy,2026-07-11T13:39:40.647295+00:00
288,868,127,2026-07-11T13:39:40.647295+00:00,girl,2026-07-11T13:39:40.647295+00:00
289,843,127,2026-07-11T13:39:40.647295+00:00,"child, children",2026-07-11T13:39:40.647295+00:00
290,1001,128,2026-07-11T13:39:40.647295+00:00,"Chinese character, kanji",2026-07-11T13:39:40.647295+00:00
291,1074,130,2026-07-11T13:39:40.647295+00:00,left side,2026-07-11T13:39:40.647295+00:00
292,1050,130,2026-07-11T13:39:40.647295+00:00,left hand,2026-07-11T13:39:40.647295+00:00
293,986,131,2026-07-11T13:39:40.647295+00:00,next year,2026-07-11T13:39:40.647295+00:00
294,928,131,2026-07-11T13:39:40.647295+00:00,last year,2026-07-11T13:39:40.647295+00:00
295,891,131,2026-07-11T13:39:40.647295+00:00,this year,2026-07-11T13:39:40.647295+00:00
296,790,131,2026-07-11T13:39:40.647295+00:00,every year,2026-07-11T13:39:40.647295+00:00
297,1055,132,2026-07-11T13:39:40.647295+00:00,Sunday,2026-07-11T13:39:40.647295+00:00
298,1035,132,2026-07-11T13:39:40.647295+00:00,Japan,2026-07-11T13:39:40.647295+00:00
299,965,132,2026-07-11T13:39:40.647295+00:00,every day,2026-07-11T13:39:40.647295+00:00
300,746,132,2026-07-11T13:39:40.647295+00:00,"diary, journal",2026-07-11T13:39:40.647295+00:00
301,994,133,2026-07-11T13:39:40.647295+00:00,Monday,2026-07-11T13:39:40.647295+00:00
302,938,133,2026-07-11T13:39:40.647295+00:00,this month,2026-07-11T13:39:40.647295+00:00
303,914,133,2026-07-11T13:39:40.647295+00:00,last month,2026-07-11T13:39:40.647295+00:00
304,682,133,2026-07-11T13:39:40.647295+00:00,every month,2026-07-11T13:39:40.647295+00:00
305,1086,134,2026-07-11T13:39:40.647295+00:00,Thursday,2026-07-11T13:39:40.647295+00:00
306,1057,137,2026-07-11T13:39:40.647295+00:00,elementary school,2026-07-11T13:39:40.647295+00:00
307,889,137,2026-07-11T13:39:40.647295+00:00,"middle school, junior high school",2026-07-11T13:39:40.647295+00:00
308,841,137,2026-07-11T13:39:40.647295+00:00,school,2026-07-11T13:39:40.647295+00:00
309,822,137,2026-07-11T13:39:40.647295+00:00,high school,2026-07-11T13:39:40.647295+00:00
310,984,139,2026-07-11T13:39:40.647295+00:00,"feeling, mood, condition",2026-07-11T13:39:40.647295+00:00
311,969,139,2026-07-11T13:39:40.647295+00:00,"feeling, mood",2026-07-11T13:39:40.647295+00:00
312,896,139,2026-07-11T13:39:40.647295+00:00,weather,2026-07-11T13:39:40.647295+00:00
313,89,139,2026-07-11T13:39:40.647295+00:00,"healthy, energetic, cheerful",2026-07-11T13:39:40.647295+00:00
314,999,140,2026-07-11T13:39:40.647295+00:00,Wednesday,2026-07-11T13:39:40.647295+00:00
315,740,140,2026-07-11T13:39:40.647295+00:00,swimming,2026-07-11T13:39:40.647295+00:00
316,959,141,2026-07-11T13:39:40.647295+00:00,Tuesday,2026-07-11T13:39:40.647295+00:00
317,1209,14,2026-07-11T13:39:40.647295+00:00,"to go out, to exit, to leave",2026-07-11T13:39:40.647295+00:00
318,1148,14,2026-07-11T13:39:40.647295+00:00,"to take out, to put out, to submit",2026-07-11T13:39:40.647295+00:00
319,903,14,2026-07-11T13:39:40.647295+00:00,"departure, setting off",2026-07-11T13:39:40.647295+00:00
320,1194,16,2026-07-11T13:39:40.647295+00:00,"to enter, to go in, to be contained in",2026-07-11T13:39:40.647295+00:00
321,1070,55,2026-07-11T13:39:40.647295+00:00,newspaper,2026-07-11T13:39:40.647295+00:00
322,369,55,2026-07-11T13:39:40.647295+00:00,"Shinkansen, bullet train",2026-07-11T13:39:40.647295+00:00
323,85,55,2026-07-11T13:39:40.647295+00:00,"new, fresh, recent",2026-07-11T13:39:40.647295+00:00
324,889,56,2026-07-11T13:39:40.647295+00:00,"middle school, junior high school",2026-07-11T13:39:40.647295+00:00
325,222,57,2026-07-11T13:39:40.647295+00:00,"classical literature, classic",2026-07-11T13:39:40.647295+00:00
326,205,57,2026-07-11T13:39:40.647295+00:00,"old, ancient, antiquated",2026-07-11T13:39:40.647295+00:00
327,1056,61,2026-07-11T13:39:40.647295+00:00,"explanation, description",2026-07-11T13:39:40.647295+00:00
328,1036,61,2026-07-11T13:39:40.647295+00:00,tomorrow,2026-07-11T13:39:40.647295+00:00
329,115,61,2026-07-11T13:39:40.647295+00:00,"bright, cheerful, light",2026-07-11T13:39:40.647295+00:00
330,941,90,2026-07-11T13:39:40.647295+00:00,"front, before, ago",2026-07-11T13:39:40.647295+00:00
331,934,90,2026-07-11T13:39:40.647295+00:00,"morning, AM",2026-07-11T13:39:40.647295+00:00
332,848,90,2026-07-11T13:39:40.647295+00:00,name,2026-07-11T13:39:40.647295+00:00
333,1190,93,2026-07-11T13:39:40.647295+00:00,"to go up, to rise, to ascend",2026-07-11T13:39:40.647295+00:00
334,167,93,2026-07-11T13:39:40.647295+00:00,"skilled, good at, proficient",2026-07-11T13:39:40.647295+00:00
335,664,98,2026-07-11T13:39:40.647295+00:00,"culture, civilization",2026-07-11T13:39:40.647295+00:00
336,998,143,2026-07-11T13:39:40.647295+00:00,onion,2026-07-11T13:39:40.647295+00:00
337,1061,146,2026-07-11T13:39:40.647295+00:00,boy,2026-07-11T13:39:40.647295+00:00
338,460,149,2026-07-11T13:39:40.647295+00:00,"attention, notice, interest",2026-07-11T13:39:40.647295+00:00
339,469,150,2026-07-11T13:39:40.647295+00:00,"petroleum, oil",2026-07-11T13:39:40.647295+00:00
340,1079,151,2026-07-11T13:39:40.647295+00:00,airport,2026-07-11T13:39:40.647295+00:00
341,1112,159,2026-07-11T13:39:40.647295+00:00,"to be sufficient, to be enough",2026-07-11T13:39:40.647295+00:00
342,1064,160,2026-07-11T13:39:40.647295+00:00,"train, electric train",2026-07-11T13:39:40.647295+00:00
343,858,160,2026-07-11T13:39:40.647295+00:00,bicycle,2026-07-11T13:39:40.647295+00:00
344,963,161,2026-07-11T13:39:40.647295+00:00,Friday,2026-07-11T13:39:40.647295+00:00
345,829,161,2026-07-11T13:39:40.647295+00:00,"savings, bank savings",2026-07-11T13:39:40.647295+00:00
346,819,161,2026-07-11T13:39:40.647295+00:00,money,2026-07-11T13:39:40.647295+00:00
347,881,163,2026-07-11T13:39:40.647295+00:00,music,2026-07-11T13:39:40.647295+00:00
348,937,164,2026-07-11T13:39:40.647295+00:00,one (thing),2026-07-11T13:39:40.647295+00:00
349,933,164,2026-07-11T13:39:40.647295+00:00,"together, at the same time",2026-07-11T13:39:40.647295+00:00
350,857,164,2026-07-11T13:39:40.647295+00:00,"number one, most, first",2026-07-11T13:39:40.647295+00:00
351,828,164,2026-07-11T13:39:40.647295+00:00,"one person, alone",2026-07-11T13:39:40.647295+00:00
352,915,165,2026-07-11T13:39:40.647295+00:00,July,2026-07-11T13:39:40.647295+00:00
353,921,166,2026-07-11T13:39:40.647295+00:00,March,2026-07-11T13:39:40.647295+00:00
354,871,166,2026-07-11T13:39:40.647295+00:00,three people,2026-07-11T13:39:40.647295+00:00
355,835,167,2026-07-11T13:39:40.647295+00:00,September,2026-07-11T13:39:40.647295+00:00
356,922,168,2026-07-11T13:39:40.647295+00:00,"two people, couple",2026-07-11T13:39:40.647295+00:00
357,906,168,2026-07-11T13:39:40.647295+00:00,February,2026-07-11T13:39:40.647295+00:00
358,885,169,2026-07-11T13:39:40.647295+00:00,May,2026-07-11T13:39:40.647295+00:00
359,898,170,2026-07-11T13:39:40.647295+00:00,August,2026-07-11T13:39:40.647295+00:00
360,931,171,2026-07-11T13:39:40.647295+00:00,June,2026-07-11T13:39:40.647295+00:00
361,830,172,2026-07-11T13:39:40.647295+00:00,October,2026-07-11T13:39:40.647295+00:00
362,88,172,2026-07-11T13:39:40.647295+00:00,"sufficient, enough, adequate",2026-07-11T13:39:40.647295+00:00
363,910,173,2026-07-11T13:39:40.647295+00:00,1000 yen,2026-07-11T13:39:40.647295+00:00
364,838,174,2026-07-11T13:39:40.647295+00:00,April,2026-07-11T13:39:40.647295+00:00
365,1117,175,2026-07-11T13:39:40.647295+00:00,"to rest, to take a break, to be absent",2026-07-11T13:39:40.647295+00:00
366,946,175,2026-07-11T13:39:40.647295+00:00,summer vacation,2026-07-11T13:39:40.647295+00:00
367,1102,176,2026-07-11T13:39:40.647295+00:00,"to learn, to study",2026-07-11T13:39:40.647295+00:00
368,918,176,2026-07-11T13:39:40.647295+00:00,student,2026-07-11T13:39:40.647295+00:00
369,901,176,2026-07-11T13:39:40.647295+00:00,university,2026-07-11T13:39:40.647295+00:00
370,841,176,2026-07-11T13:39:40.647295+00:00,school,2026-07-11T13:39:40.647295+00:00
371,660,176,2026-07-11T13:39:40.647295+00:00,science,2026-07-11T13:39:40.647295+00:00
372,1176,178,2026-07-11T13:39:40.647295+00:00,to be born,2026-07-11T13:39:40.647295+00:00
373,1084,178,2026-07-11T13:39:40.647295+00:00,"to live, to be alive",2026-07-11T13:39:40.647295+00:00
374,918,178,2026-07-11T13:39:40.647295+00:00,student,2026-07-11T13:39:40.647295+00:00
375,878,178,2026-07-11T13:39:40.647295+00:00,teacher,2026-07-11T13:39:40.647295+00:00
376,730,178,2026-07-11T13:39:40.647295+00:00,"life, living, lifestyle",2026-07-11T13:39:40.647295+00:00
377,1207,179,2026-07-11T13:39:40.647295+00:00,"to stand, to stand up",2026-07-11T13:39:40.647295+00:00
378,1108,180,2026-07-11T13:39:40.647295+00:00,"to go down, to fall, to drop",2026-07-11T13:39:40.647295+00:00
379,679,180,2026-07-11T13:39:40.647295+00:00,"underground, basement",2026-07-11T13:39:40.647295+00:00
380,204,180,2026-07-11T13:39:40.647295+00:00,"unskilled, poor at, clumsy",2026-07-11T13:39:40.647295+00:00
381,1175,181,2026-07-11T13:39:40.647295+00:00,"to see, to look, to watch, to view, to observe, to examine, to look over, to assess",2026-07-11T13:39:40.647295+00:00
382,1151,181,2026-07-11T13:39:40.647295+00:00,"to show, to display, to make (something or someone) look ..., to present an appearance of ..., to make (something) worth watching",2026-07-11T13:39:40.647295+00:00
383,1136,181,2026-07-11T13:39:40.647295+00:00,"to be seen, to be visible, to be in sight, to look",2026-07-11T13:39:40.647295+00:00
384,787,181,2026-07-11T13:39:40.647295+00:00,opinion,2026-07-11T13:39:40.647295+00:00
385,547,181,2026-07-11T13:39:40.647295+00:00,"sightseeing, watching",2026-07-11T13:39:40.647295+00:00
386,464,181,2026-07-11T13:39:40.647295+00:00,discovery,2026-07-11T13:39:40.647295+00:00
387,331,181,2026-07-11T13:39:40.647295+00:00,"opinion, point of view",2026-07-11T13:39:40.647295+00:00
388,214,181,2026-07-11T13:39:40.647295+00:00,"guardianship, guardian",2026-07-11T13:39:40.647295+00:00
389,208,181,2026-07-11T13:39:40.647295+00:00,"splendid, magnificent, admirable",2026-07-11T13:39:40.647295+00:00
390,71,181,2026-07-11T13:39:40.647295+00:00,political views,2026-07-11T13:39:40.647295+00:00
391,1015,182,2026-07-11T13:39:40.647295+00:00,yellow (color),2026-07-11T13:39:40.647295+00:00
392,190,182,2026-07-11T13:39:40.647295+00:00,yellow,2026-07-11T13:39:40.647295+00:00
393,832,183,2026-07-11T13:39:40.647295+00:00,"blackboard, chalkboard",2026-07-11T13:39:40.647295+00:00
